,fisherz,fisherz_binary,hsic_test_gamma,hsic_test_gamma_stat,hsic_test_gamma_binary,kci,kci_binary,mv_fisherz,mv_fisherz_binary,local_score_cv_general_10_0.01,local_score_cv_general_10_0.05,local_score_cv_general_10_0.1,local_score_cv_general_binary,if_cause_is_dicrete,if_effect_is_dicrete,mutual_info,cond_mut_info,additive_noise_model,RESET_is_nonlinear,RESET_linear_lm_pval,RESET_linear_reset_fitted_pvalue,RESET_linear_reset_exog_pvalue,RESET_linear_reset_pricomp_pvalue,RESET_linear_reset_chisq_fitted_pvalue,RESET_linear_reset_chisq_exog_pvalue,RESET_linear_reset_chisq_precomp_pvalue,local_score_BIC_0.1,local_score_BIC_0.5,local_score_BIC_1,local_score_BIC_1.5,local_score_BIC_binary,degenerate_score,degenerate_score_binary,Label
M3_Mixed_X43_causes_M3_Mixed_X22,0.2135353723594826,0,0.0306154950551156,0.5990970997146096,1,0.7705632008485671,0,0.2135353723594826,0,21156.08374145092,21155.974830798645,21155.92715973191,1,3,3,0.0042509185951313,1.703822843289866,0.1843665675448592,0,0.5936132657777984,0.741377108286595,0.7413770724848281,0.741377072484749,0.741352302698908,0.7413522668795975,0.741352266879509,-5649.063064901419,-5649.063064901419,-5649.063064901419,-5649.063064901419,1,1450.7532283841244,0,0
C1_Mixed_X10_causes_C1_Mixed_X21,0.4512879259352045,0,0.0,3.2428580451225963,1,0.0,1,0.4512879259352045,0,21175.853780326503,21175.850801686196,21175.959637058502,1,3,3,0.0278090785367819,0.0009409351683236,0.0664457209147482,0,0.111579046510429,0.34513946055913,0.3451394605328199,0.3451394605320618,0.3447836836780396,0.3447836836517493,0.3447836836509793,-6591.243016542581,-6591.243016542581,-6591.243016542581,-6591.243016542581,0,2392.9331800252853,1,0
N1_Nonlinear_X72_causes_N1_Nonlinear_X76,0.8385772145600479,0,0.0216742609839547,0.706439734564944,1,5.370148770111882e-13,1,0.8385772145600479,0,21057.819012739903,21057.546306256725,21057.47962777195,0,3,3,0.0270130111700286,-0.0016701675923094,0.1488448404109748,0,0.8599688407394945,0.5788773273412231,0.5788784871867776,0.5788784871867776,0.5787438448731079,0.5787450056762831,0.5787450056762513,-3676.525903132062,-3676.525903132062,-3676.525903132062,-3676.525903132062,1,-521.7839333852327,0,0
M3_Mixed_X26_causes_M3_Mixed_X38,0.8382010787875245,0,0.0480433046965944,0.5867853103592231,1,0.0099791491532963,1,0.8382010787875245,0,21165.724585106356,21165.533901651324,21165.475574044227,1,3,3,0.0,1.703822843289866,0.0890569180923886,0,0.6007643606844026,0.0006866956614785,0.0006866957391767,0.000686695739177,0.000657425196792,0.0006574252720269,0.0006574252720271,-5756.30227187511,-5756.30227187511,-5756.30227187511,-5756.30227187511,0,1557.9924353578135,1,0
N1_Nonlinear_X58_causes_N1_Nonlinear_X68,0.1927801918055096,0,0.0072521232859137,0.9168099963244066,1,0.0005291094199491,1,0.1927801918055096,0,21055.002030162395,21054.939035915428,21054.925803589,0,3,3,0.0306903439971986,0.0008341215266459,0.0080701313387835,0,0.2069480556233334,0.0148916837487076,0.0148916654948598,0.0148916654948718,0.0146655383841823,0.0146655202828241,0.0146655202828359,-3665.169153288509,-3665.169153288509,-3665.169153288509,-3665.169153288509,1,-533.1406832287859,0,0
M2_Mixed_X41_causes_M2_Mixed_X39,0.985609667805952,0,0.0,3.1339593206768357,1,0.0,1,0.985609667805952,0,21158.45370070383,21158.28887500307,21158.320444064408,1,3,3,0.0332670422785552,1.5124253011985966,0.293655877702545,0,0.3476306191307514,0.6525506492943608,0.6525506490205937,0.6525506490206678,0.6524731575198812,0.6524731572459406,0.6524731572459512,-5492.301644980684,-5492.301644980684,-5492.301644980684,-5492.301644980684,1,1293.9918084633882,0,0
M1_Mixed_X48_causes_M1_Mixed_X11,0.912581483654166,0,1.6942003355779894e-13,4.717289874634447,1,0.4044389560322852,0,0.912581483654166,0,20966.00310359729,20966.153718826892,20966.401684786026,1,2,1,0.0252682518529051,1.7600879498845354,0.0,1,7.340013854027404e-17,5.624566648226642e-238,2.4818295448008276e-16,7.016550707062234e-48,0.0,9.602127921194552e-17,1.7970541333360312e-51,-669.1157030414035,-669.1157030414035,-669.1157030414035,-669.1157030414035,0,-3473.161296728965,1,0
C1_Mixed_X17_causes_C1_Mixed_X25,0.0,1,0.0,24.180637528147106,1,0.0,1,0.0,1,21151.059601962923,21154.754232099196,21157.739505310303,1,3,3,0.2629609444607439,0.0148083421923019,0.3724603647001137,0,0.2025640247449794,0.4212711622600785,0.4212711622629963,0.4212711622625319,0.4209914333266101,0.4209914333295128,0.4209914333290705,-6459.563213883758,-6459.563213883758,-6459.563213883758,-6459.563213883758,0,2261.253377366464,1,1
M3_Mixed_X2_causes_M3_Mixed_X50,0.9872537643350114,0,0.0305625071244278,0.6339394551904198,1,1.0833556274292278e-12,1,0.9872537643350114,0,21171.749764899065,21171.559323851376,21171.49795596838,1,3,3,0.0323402378063173,1.703822843289866,0.5608002715199648,1,0.0029684046550636,0.0164913676050962,0.0164939546303893,0.0164939546304428,0.0162523045998869,0.0162548714260891,0.016254871426143,-5791.749533434806,-5791.749533434806,-5791.749533434806,-5791.749533434806,1,1593.4396969175116,0,0
M1_Mixed_X20_causes_M1_Mixed_X31,0.7204638802291627,0,0.0027838965212354,0.9742085366412624,1,0.9614549501764972,0,0.7204638802291627,0,21042.563645676702,21042.452436236847,21042.39452953533,0,2,3,0.0,1.6456341433073445,0.0492414764744907,0,0.2902788303901406,0.6200756931024384,0.6200767074616825,0.6200767074597913,0.6199747614403903,0.6199757765634424,0.6199757765615563,3268.8996786582343,3268.8996786582343,3268.8996786582343,3268.8996786582343,1,-4086.2467684045423,0,0
M2_Mixed_X36_causes_M2_Mixed_X40,2.6645352591003757e-15,1,3.70036358221526e-08,1.7188951145504625,1,0.0,1,2.6645352591003757e-15,1,21166.7881750976,21166.81502015058,21166.89112095485,1,3,3,0.0277245484305268,1.5124253011985966,0.8753356456892605,0,0.9887958484366948,0.9894139196072328,0.989413919602403,0.989413919602403,0.9894184823226008,0.989418482317776,0.98941848231778,-5678.806455348949,-5678.806455348949,-5678.806455348949,-5678.806455348949,1,1480.4966188316548,0,1
M1_Mixed_X26_causes_M1_Mixed_X8,0.0071077732211923,1,0.0059099669590617,0.826560558573557,1,0.0010852595245235,1,0.0071077732211923,1,21011.2920129306,21011.128971697784,21011.06707318999,0,2,3,0.0105485992163365,1.6398633631437884,0.6698755052359182,0,0.76992828362432,0.8521444906453528,0.852144507425773,0.8521445074256937,0.8521577813207927,0.8521577981043212,0.8521577981042338,2848.62968671479,2848.62968671479,2848.62968671479,2848.62968671479,1,-4462.664482884527,0,0
M1_Mixed_X38_causes_M1_Mixed_X15,0.046518434159837,1,0.1723519287113956,0.4651546501790242,0,0.0,1,0.046518434159837,1,21166.108716115985,21165.95755541957,21165.917471072047,1,3,3,0.0131510613061873,1.7615306449254244,0.2417684033825562,0,0.2481519574855798,0.6388341041325711,0.6428873897229307,0.6428873897231909,0.6387469637107333,0.6428031395655194,0.6428031395658009,-5534.174839365129,-5534.174839365129,-5534.174839365129,-5534.174839365129,1,1335.8650028478332,0,0
C1_Mixed_X44_causes_C1_Mixed_X10,0.0369325627087542,1,0.0543804460136678,0.5425531048761977,0,0.0,1,0.0369325627087542,1,21160.670653182704,21160.352653452865,21160.26834189794,0,3,3,0.0,0.0009198482017555,0.2363592076248962,0,0.063441602163072,0.3271522063494908,0.3271522404207136,0.3271522404202219,0.3267788409765864,0.326778875080789,0.326778875080346,-5787.922903330651,-5787.922903330651,-5787.922903330651,-5787.922903330651,1,1589.6130668133549,0,0
M1_Mixed_X22_causes_M1_Mixed_X49,0.1634822628522272,0,0.0289123020888233,0.6729271861865643,1,4.952916291545151e-07,1,0.1634822628522272,0,21167.01440252635,21166.725300279424,21166.63837220499,0,3,3,0.0,1.7615306449254244,0.5565798759101983,0,0.9467860400249752,0.7840736184926991,0.7840736190354038,0.7840736190354436,0.784067451734565,0.7840674522774798,0.7840674522775136,-5501.0472354795065,-5501.0472354795065,-5501.0472354795065,-5501.0472354795065,1,1302.73739896221,0,0
M3_Mixed_X39_causes_M3_Mixed_X30,0.0430779530863945,1,0.610195456283487,0.2449219723380132,0,0.0,1,0.0430779530863945,1,21150.58115057412,21150.42685710577,21150.36596502139,1,3,2,0.0428869775951481,1.622070124306158,0.2567411755740791,0,0.7885916188855082,0.2081176465776654,0.208117650060287,0.2081176500602603,0.2076453984270108,0.2076454019117128,0.207645401911699,-6054.093503837716,-6054.093503837716,-6054.093503837716,-6054.093503837716,0,1826.8952179111277,1,0
131_causes_128,0.1688827754162398,0,0.0,6.646650522406254,1,0.1842206880143821,0,0.1688827754162398,0,2990.299598241779,2990.620436065125,2991.1697353078252,1,3,3,0.3970950273652449,0.0026135779726246,0.2027702873640475,1,0.0014439829046152,0.0070297188755007,0.0070297188755499,0.0070297188755682,0.0066373370721891,0.0066373370722364,0.0066373370722542,-2039.8446398414565,-2039.8446398414565,-2039.8446398414565,-2039.8446398414565,1,523.8448835537145,0,1
C1_Mixed_X39_causes_C1_Mixed_X28,0.6779878610464687,0,0.0285045483914367,0.6493176717487833,1,0.0,1,0.6779878610464687,0,21162.88163217462,21162.540936583115,21162.45439124386,1,3,3,0.0,0.0006173751896439,0.9347106313292844,0,0.4013914740185832,0.341655049383704,0.3416550488909746,0.3416550488911469,0.3412958420859308,0.3412958415927024,0.3412958415928613,-5499.882457406083,-5499.882457406083,-5499.882457406083,-5499.882457406083,0,1301.572620888787,1,0
191_causes_193,0.9222829287841336,0,0.0,21.748653592128964,1,0.0,1,0.9222829287841336,0,63032.84056094107,63033.20814229357,63033.75735038447,0,3,3,0.1511348117785145,0.0657823946622108,0.0,0,0.06041100405041,0.1207464712500322,0.1207464712473904,0.1207464712468432,0.1204641093398579,0.1204641093372291,0.1204641093366809,-6968.191472641998,-6968.191472641998,-6968.191472641998,-6968.191472641998,1,-370.0612051692033,0,1
C1_Mixed_X36_causes_C1_Mixed_X27,0.0,1,7.7910099369638e-05,1.1157716765939578,1,0.0,1,0.0,1,21147.64591001682,21147.789105985903,21147.863752085595,0,3,3,0.0160883894292638,0.0029221845250794,0.832370644977172,0,0.7651326980643998,0.9680470936665,0.9680470936508058,0.9680470936508058,0.9680584073785696,0.9680584073628709,0.9680584073628762,-5435.818892951767,-5435.818892951767,-5435.818892951767,-5435.818892951767,1,1237.509056434472,0,0
C1_Mixed_X12_causes_C1_Mixed_X42,0.6922081290584599,0,0.0212590658381974,0.6677431408612474,1,0.0,1,0.6922081290584599,0,21166.58227419048,21166.344172167792,21166.265651095797,1,3,3,0.0,-0.0019731040664231,0.0453137079018128,0,0.3181016546524845,0.2859598142387833,0.2859598166140937,0.2859598166142111,0.2855478083297742,0.2855478107072093,0.2855478107073275,-6279.5709870116025,-6279.5709870116025,-6279.5709870116025,-6279.5709870116025,0,2081.261150494307,1,0
N1_Nonlinear_X76_causes_N1_Nonlinear_X53,2.8783617045391452e-08,1,0.0,6.886879038757394,1,0.0,1,2.8783617045391452e-08,1,21162.74467375962,21165.63523293075,21166.472189712207,1,3,3,0.1931082222818849,-0.0009675216742464,0.0,0,0.4935526990329196,0.0665316666682003,0.0665316666688457,0.0665316666688581,0.0660943995464398,0.066094399547091,0.0660943995470959,-5770.127848755416,-5770.127848755416,-5770.127848755416,-5770.127848755416,0,1571.8180122381211,1,0
C1_Mixed_X49_causes_C1_Mixed_X37,0.2806325822577196,0,7.004463980730957e-05,1.1593739638879037,1,0.0,1,0.2806325822577196,0,21150.23713662311,21149.93304636357,21149.850159167487,0,3,3,0.0130296403248397,-0.0018238881416563,0.9004722209929132,0,0.2008929574529386,0.1672933912909213,0.1672933909572329,0.1672933909575308,0.1668024689630206,0.1668024686292242,0.166802468629527,-5568.6963212777355,-5568.6963212777355,-5568.6963212777355,-5568.6963212777355,1,1370.386484760439,0,0
C1_Mixed_X43_causes_C1_Mixed_X29,0.1565304046309605,0,8.067624803764772e-07,1.4594610337688567,1,0.0,1,0.1565304046309605,0,21175.784879956725,21175.641226812593,21175.650574151237,0,3,3,0.0300458407373964,0.0014459912416803,0.0683965058337429,0,0.2521649937723613,0.519139500158111,0.5191395002052651,0.5191395002052651,0.5189539688216604,0.5189539688688407,0.5189539688688234,-5718.885608995106,-5718.885608995106,-5718.885608995106,-5718.885608995106,1,1520.5757724778107,0,0
C1_Mixed_X7_causes_C1_Mixed_X33,0.3845768421245772,0,0.0,4.013421299601345,1,0.0,1,0.3845768421245772,0,21167.87956517835,21167.74470364365,21167.878827874178,1,3,3,0.0339340443335078,0.0010439588975034,0.2803830412576006,0,0.5230622889393873,0.922134723511319,0.9221347235230878,0.9221347235230152,0.922152923595453,0.9221529236071992,0.9221529236071064,-5834.999033826437,-5834.999033826437,-5834.999033826437,-5834.999033826437,0,1636.6891973091415,1,0
C1_Mixed_X47_causes_C1_Mixed_X36,0.4409247919348167,0,0.0004526206109016,0.9806778206981488,1,0.0,1,0.4409247919348167,0,21158.035867356844,21157.820117585616,21157.777292389455,1,3,3,0.0039541935034153,-0.0034425295187413,0.8441033373105431,0,0.8120870074965704,0.2950173891072673,0.295017389149029,0.2950173891491048,0.2946136229941364,0.294613623035978,0.2946136230360302,-5605.677600795053,-5605.677600795053,-5605.677600795053,-5605.677600795053,0,1407.367764277758,1,0
N1_Nonlinear_X56_causes_N1_Nonlinear_X89,0.0577416628725522,0,0.1663070121876708,0.4667388318696534,0,0.7315116702963966,0,0.0577416628725522,0,21054.116592349852,21053.86458142139,21053.78284664028,0,3,3,0.0008224769963627,0.0015442180252481,0.7404806545842899,0,0.8522774322877462,0.0817241963347007,0.0817241466618967,0.0817241466618863,0.0812626708677888,0.0812626212598719,0.0812626212598621,-3637.426193336597,-3637.426193336597,-3637.426193336597,-3637.426193336597,1,-560.8836431806993,0,0
M2_Mixed_X15_causes_M2_Mixed_X24,0.0929820703938184,0,0.0304859332195589,0.5797242337174952,1,0.7350821375815947,0,0.0929820703938184,0,20953.674917198507,20953.641672002945,20953.63546837931,0,2,2,0.0180111450232596,1.2633695511823244,0.0003377168697443,0,0.9249863970305012,0.0188616458359124,0.0188616497504878,0.0188616497504544,0.0186049220311056,0.0186049259178363,0.0186049259178004,1031.7888684521963,1031.7888684521963,1031.7888684521963,1031.7888684521963,0,-5128.221785774071,0,0
M2_Mixed_X2_causes_M2_Mixed_X46,0.4422282421796861,0,0.0,6.813100551337284,1,0.0,1,0.4422282421796861,0,21148.990340876753,21149.040884535272,21149.294682539577,0,3,3,0.0777016930747178,1.5124253011985966,0.7241523240447139,0,0.1525889555084322,0.4717233443099987,0.4717233442699329,0.4717233442690349,0.4714932206353247,0.471493220595208,0.4714932205942905,-5707.33476919179,-5707.33476919179,-5707.33476919179,-5707.33476919179,1,1509.0249326744947,0,0
109_causes_116,0.2879591945163269,0,0.0,16.2040282109142,1,0.0,1,0.2879591945163269,0,63190.41501901542,63191.25755336557,63192.32913860937,1,3,3,0.4514652059264525,0.065966788200157,0.0,0,0.1185332140930976,0.002312990004259,0.0023129900042656,0.0023129900042688,0.0022725292541149,0.0022725292541208,0.0022725292541242,-8072.305990759014,-8072.305990759014,-8072.305990759014,-8072.305990759014,1,734.053312947814,0,1
M1_Mixed_X44_causes_M1_Mixed_X39,0.0,1,0.0,11.654232978015616,1,0.0,1,0.0,1,20939.102231376914,20939.576181500182,20940.16785714876,0,2,3,0.0924800292917114,1.7057464366777175,0.5024352394828522,1,0.0267022864531476,3.065791715612331e-05,3.0657917361387166e-05,3.065791736131266e-05,2.8133508717575663e-05,2.813350890892136e-05,2.8133508908855937e-05,519.741946048161,519.741946048161,519.741946048161,519.741946048161,0,-4499.67858780997,1,0
M1_Mixed_X29_causes_M1_Mixed_X47,3.8501551553604685e-06,1,0.0,3.799665081723676,1,5.73586977725693e-06,1,3.8501551553604685e-06,1,21148.402150665315,21148.402913095662,21148.498134088477,1,3,2,0.0813323348969725,1.6408251598377144,1.5543122344752196e-15,0,0.8787399261000464,0.7755563943879756,0.7755563943852891,0.7755563943852891,0.7755468851749773,0.7755468851722972,0.7755468851722979,-5280.661383040565,-5280.661383040565,-5280.661383040565,-5280.661383040565,0,1169.3222865371072,1,1
C1_Mixed_X44_causes_C1_Mixed_X31,0.5787284741409624,0,0.0293522294169644,0.6545102482188844,1,0.0,1,0.5787284741409624,0,21160.452121721926,21160.2071270074,21160.1343656868,1,3,3,0.0027731194326383,-0.0020397644297244,0.8903952704567657,0,0.5168756773277785,0.8864228367445876,0.8864228378548953,0.886422837854818,0.8864406209651934,0.8864406220755383,0.8864406220754844,-5799.584045154426,-5799.584045154426,-5799.584045154426,-5799.584045154426,0,1601.2742086371302,1,0
M3_Mixed_X13_causes_M3_Mixed_X2,0.0575251293018326,0,0.6698409022246248,0.2662223715647571,0,5.729527963183045e-12,1,0.0575251293018326,0,21151.90991431254,21151.694750224193,21151.624799904977,0,3,3,0.0078963391620714,1.703822843289866,0.882771410590258,0,0.0860289699373663,0.3627687414049415,0.3627685501068697,0.3627685501078564,0.3624304484710411,0.3624302569823033,0.3624302569832441,-5507.820424742753,-5507.820424742753,-5507.820424742753,-5507.820424742753,1,1309.5105882254577,0,0
M3_Mixed_X2_causes_M3_Mixed_X13,0.0575251293018326,0,0.6698409022246252,0.266222371564757,0,5.729527963183045e-12,1,0.0575251293018326,0,21171.979870255705,21171.80589881069,21171.731579613413,1,3,3,0.0078963391620714,1.703822843289866,0.8879750650712344,0,0.5430190062755911,0.0678728670617634,0.0678728754167252,0.0678728754166987,0.0674330676269542,0.0674330759663996,0.0674330759663783,-5793.106821346578,-5793.106821346578,-5793.106821346578,-5793.106821346578,0,1594.7969848292823,1,0
N1_Nonlinear_X98_causes_N1_Nonlinear_X94,0.0411779502960234,1,0.002250530206818,0.9006994590457138,1,0.0,1,0.0411779502960234,1,21057.955200262953,21057.893767638296,21057.91497329367,0,3,3,0.0088849686412082,-0.0017870822408186,5.245904344142183e-06,0,0.4259371710771241,0.7451500074866214,0.7451500054183491,0.7451500054193423,0.7451270346919562,0.7451270326227186,0.7451270326236961,-3705.008072527869,-3705.008072527869,-3705.008072527869,-3705.008072527869,1,-493.3017639894269,0,0
M3_Mixed_X37_causes_M3_Mixed_X50,0.0601790949624612,0,0.702834668417514,0.1807389655620276,0,0.0,1,0.0601790949624612,0,20969.73392449083,20969.486896536117,20969.392246565672,0,2,3,0.0,1.6966093680854208,0.8873331791373894,0,0.8860147082062851,0.0,0.6881470885344373,9.40708477161807e-292,0.0,0.6880828670834926,0.0,-509.532485844972,-509.532485844972,-509.532485844972,-509.532485844972,1,-3606.341592584306,0,0
C1_Mixed_X19_causes_C1_Mixed_X13,1.372851044245671e-05,1,2.071857244656528e-07,1.5853790256252174,1,0.0,1,1.372851044245671e-05,1,21158.371210528996,21158.118655530023,21158.087430014333,0,3,3,0.0,0.0014343573638121,0.9710496274254804,0,0.3798016774613436,0.7818389775582808,0.781838977098444,0.7818389770984038,0.7818319524546374,0.7818319519946064,0.7818319519945555,-5589.849347389851,-5589.849347389851,-5589.849347389851,-5589.849347389851,1,1391.5395108725545,0,0
C1_Mixed_X13_causes_C1_Mixed_X17,0.0007019998990096,1,0.2362642272070596,0.4030984300757731,0,0.0,1,0.0007019998990096,1,21176.931005871436,21176.624589462255,21176.497896831377,1,3,3,0.0315830823824079,-0.0021443342460228,0.751884714271291,0,0.6534531747930631,0.2814407271965766,0.2814433155967405,0.2814433155966829,0.2810246776902759,0.2810272683928174,0.2810272683927466,-5928.8987065257415,-5928.8987065257415,-5928.8987065257415,-5928.8987065257415,0,1730.588870008446,1,0
C1_Mixed_X9_causes_C1_Mixed_X10,0.0,1,0.0,10.843579642466972,1,0.0,1,0.0,1,21154.191922329526,21154.887199116583,21155.72980107523,0,3,3,0.1143197162397893,0.0125964300327437,0.541685161045497,0,0.924928156168522,0.2816444660549632,0.2816444660641141,0.2816444660641429,0.2812285978217777,0.2812285978309966,0.2812285978310106,-6060.747634304604,-6060.747634304604,-6060.747634304604,-6060.747634304604,1,1862.437797787308,0,1
M1_Mixed_X12_causes_M1_Mixed_X48,0.9806639588105376,0,1.5447873424889738e-07,1.9092938260136303,1,0.3274875475147158,0,0.9806639588105376,0,21167.01892439604,21167.30834432964,21167.4902354417,1,3,2,0.0266359349624996,1.7600879498845354,4.5242882884544144e-08,0,0.1692172377496785,0.459905979293819,0.4599059748028243,0.4599059748024141,0.4596643951080196,0.4596643906126171,0.4596643906122358,-5678.152535833326,-5678.152535833326,-5678.152535833326,-5678.152535833326,0,1518.9171368729526,1,0
M2_Mixed_X19_causes_M2_Mixed_X7,0.0612321224794918,0,0.1680408854596452,0.4250862042679547,0,0.0,1,0.0612321224794918,0,21157.812556822835,21157.646538831046,21157.599364861377,1,3,2,0.0,1.3469962698433289,0.0924382568606665,0,0.0169986345437139,0.08096620597521,0.0808780707223718,0.0808780707222161,0.0805056805802409,0.080417662909147,0.0804176629089895,-5507.345079151776,-5507.345079151776,-5507.345079151776,-5507.345079151776,0,1260.665212434677,1,0
C1_Mixed_X18_causes_C1_Mixed_X27,0.0268585471969953,1,0.4698123157369311,0.3320140816239889,0,0.0,1,0.0268585471969953,1,21147.28457927766,21146.967723110036,21146.868548278348,0,3,3,0.0,0.0017565595314675,0.6764927173163158,0,0.0311786563105484,0.0720289325087445,0.1187376925709015,0.1187376925708492,0.0716961060537131,0.1182469704807301,0.1182469704806746,-5876.955951089032,-5876.955951089032,-5876.955951089032,-5876.955951089032,0,1678.6461145717362,1,0
18_causes_8,0.3805580266293673,0,2.1155821428031633e-08,1.5754462840113337,1,0.1564988379548351,0,0.3805580266293673,0,388.25573943544026,387.71079930316625,387.6066260630397,0,3,3,0.1475284465916195,1.6017132519074588e-16,1.6342482922482304e-13,0,0.2238824778556924,0.0341925720464202,0.0341925720464411,0.0341925720464293,0.0314513741439165,0.0314513741439365,0.0314513741439252,-541.1352557199347,-541.1352557199347,-541.1352557199347,-541.1352557199347,1,52.3011132362238,0,1
M3_Mixed_X36_causes_M3_Mixed_X9,0.499212176160327,0,0.0011863083475492,0.9569316771439114,1,9.644651743911936e-11,1,0.499212176160327,0,20906.501332153497,20906.44094515897,20906.41609408214,0,2,2,0.0159379580242398,1.5521286837937138,0.0002486936975553,0,0.4398152305508187,4.201660772322695e-188,0.0271614771808735,0.4603215655016248,3.994782248451245e-255,0.0268537613471872,0.4601363294090317,571.9417886735345,571.9417886735345,571.9417886735345,571.9417886735345,0,-4489.984186160437,1,0
209_causes_181,0.0006772106932579,1,0.0,50.272817831202666,1,0.0,1,0.0006772106932579,1,63237.74831237557,63243.2533499477,63249.557726290615,1,3,3,0.8376752691407985,0.0657362962777245,0.0,1,2.0867664256144174e-26,2.068353503859431e-56,2.0683535038689545e-56,2.068353503634868e-56,2.437028524805602e-59,2.437028524817952e-59,2.437028524513105e-59,-9295.406724618895,-9295.406724618895,-9295.406724618895,-9295.406724618895,1,1957.154046807692,0,1
N1_Nonlinear_X98_causes_N1_Nonlinear_X99,0.0,1,0.0,72.3191881315794,1,0.0,1,0.0,1,21021.55012540245,21025.72400375886,21029.34499605902,0,3,3,0.7696006770445574,0.0126835484412762,1.1207146322078644e-10,1,0.0007613794550899,4.3646414322196716e-152,4.364641431241905e-152,4.364641431589743e-152,3.2062003046212487e-194,3.2062003034714076e-194,3.2062003038812945e-194,-4405.196984971588,-4405.196984971588,-4405.196984971588,-4405.196984971588,0,206.88714845429283,1,1
C1_Mixed_X28_causes_C1_Mixed_X30,0.0,1,0.6469716264589992,0.2713477588674336,0,0.0,1,0.0,1,21159.832538856914,21159.610654621785,21159.51699380934,1,3,3,0.0180556211403573,0.0014953408389457,0.4263275618651498,0,0.6858895003175924,0.8004810268838747,0.8004810087987215,0.8004810087989226,0.800480750174499,0.8004807320832739,0.8004807320834813,-5419.239096112141,-5419.239096112141,-5419.239096112141,-5419.239096112141,1,1220.929259594847,0,0
C1_Mixed_X25_causes_C1_Mixed_X21,0.03549650714958,1,0.8335577915195385,0.1936385990027108,0,0.0,1,0.03549650714958,1,21172.98291249584,21172.75951649291,21172.652752364615,1,3,3,0.0,0.0002278542167757,0.7385156610905372,0,0.477421369773873,0.5923262420622089,0.5923262502567685,0.5923262502569101,0.5922037119867953,0.5922037201879671,0.5922037201880948,-5672.009111766361,-5672.009111766361,-5672.009111766361,-5672.009111766361,1,1473.6992752490655,0,0
C1_Mixed_X34_causes_C1_Mixed_X18,0.0,1,0.3563542571075082,0.3705673818136508,0,0.0,1,0.0,1,21157.527128773163,21157.23069684302,21157.117597261895,1,3,3,0.0254936668412568,-0.0022474516124344,0.406360497365383,0,0.3721818567454293,0.0235858659799859,0.0235858283381953,0.0235858283382225,0.0232982525797039,0.0232982151643949,0.0232982151644233,-5635.420016469839,-5635.420016469839,-5635.420016469839,-5635.420016469839,1,1437.1101799525438,0,0
C1_Mixed_X2_causes_C1_Mixed_X25,0.065155233571174,0,0.1236107922121872,0.4231823869938694,0,0.0,1,0.065155233571174,0,21178.39163890342,21178.237554411404,21178.18966092812,1,3,3,0.0,0.0007087525637387,0.2020538192211647,0,0.3968241561787941,0.2152843081477176,0.2152843089473728,0.2152843089474292,0.214816513244204,0.2148165140443844,0.2148165140444431,-5762.576002368511,-5762.576002368511,-5762.576002368511,-5762.576002368511,0,1564.266165851215,1,0
C1_Mixed_X39_causes_C1_Mixed_X12,0.6441198375524273,0,0.0006974335641717,0.9557704162890892,1,0.0,1,0.6441198375524273,0,21162.84387553233,21162.76275665378,21162.719844326195,0,3,3,0.0206176530402411,-0.0010461393993447,0.0028105284733302,0,0.5232028529066017,0.7171383435165437,0.7171394147283697,0.7171394147284877,0.7171009414905203,0.7171020132899111,0.7171020132900263,-5479.079116161287,-5479.079116161287,-5479.079116161287,-5479.079116161287,1,1280.7692796439917,0,0
C1_Mixed_X7_causes_C1_Mixed_X46,0.0805461887106551,0,2.0445692366366508e-05,1.2023707653055398,1,0.0,1,0.0805461887106551,0,21169.447843381593,21169.226849951177,21169.24371355601,0,3,3,0.0319599629176075,0.0041406740885511,0.2507303850199742,0,0.9876092264211288,0.6437656456081078,0.6437656456045746,0.6437656456045746,0.6436820174183087,0.643682017414789,0.6436820174147979,-5764.904782742855,-5764.904782742855,-5764.904782742855,-5764.904782742855,1,1566.594946225559,0,0
M2_Mixed_X10_causes_M2_Mixed_X26,0.826254249670336,0,0.0,3.238411239663168,1,0.0,1,0.826254249670336,0,21156.991822137385,21157.052010718577,21157.20651730384,1,3,3,0.0,1.5124253011985966,0.3528585939958379,0,0.194809384119748,0.4955763031423615,0.4955763031933144,0.4955763031928181,0.4953689180849691,0.4953689181359652,0.4953689181354855,-5680.53731813465,-5680.53731813465,-5680.53731813465,-5680.53731813465,0,1482.2274816173551,1,0
N1_Nonlinear_X74_causes_N1_Nonlinear_X51,0.0,1,0.0,32.17702633182643,1,0.0,1,0.0,1,21157.0006376444,21166.96445096562,21172.049891777577,1,3,3,0.37574920788611,0.0066741820582084,0.0,1,9.098190434321616e-05,7.53111115772289e-13,7.531111157644789e-13,7.531111157662129e-13,4.216409683437494e-13,4.216409683392025e-13,4.216409683401842e-13,-6285.676674374101,-6285.676674374101,-6285.676674374101,-6285.676674374101,1,2087.3668378568063,0,0
C1_Mixed_X9_causes_C1_Mixed_X8,4.6629367034256575e-15,1,0.9386781577285184,0.1498822846282896,0,0.0,1,4.6629367034256575e-15,1,21163.919947631,21163.59260516453,21163.46088157266,0,3,3,0.0,1.8819590786630673e-05,0.8130354054712343,0,0.397445256412349,0.5762521822151063,0.6608710930713664,0.6608710930710646,0.5761351305543949,0.660799268646735,0.6607992686464021,-5733.632764972952,-5733.632764972952,-5733.632764972952,-5733.632764972952,1,1535.322928455657,0,0
